disease,disease index,gene,gene index
colorectal cancer,16,1111,696
glioblastoma,28,1111,696
glioblastoma multiforme,29,1111,696
glioma,30,1111,696
hypertension,36,1111,696
lung cancer,44,1111,696
non-small cell lung cancer,53,1111,696
osteosarcoma,56,1111,696
pancreatic ductal adenocarcinoma,59,1111,696
papillary thyroid carcinoma,60,1111,696
osteosarcoma,56,1112,697
alzheimer's disease,4,1113,698
atherosclerosis,5,1113,698
cardiovascular disease,10,1113,698
coronary artery disease,17,1113,698
diabetes mellitus,19,1113,698
essential hypertension,25,1113,698
glioma,30,1113,698
heart disease,31,1113,698
hypertension,36,1113,698
multiple sclerosis,48,1113,698
myocardial infarction,50,1113,698
pancreatic ductal adenocarcinoma,59,1113,698
prostate cancer,63,1113,698
rheumatoid arthritis,65,1113,698
alzheimer's disease,4,1114,699
cardiovascular disease,10,1114,699
glioma,30,1114,699
multiple sclerosis,48,1114,699
tuberculosis,69,1114,699
acne,0,1116,700
alzheimer's disease,4,1116,700
atherosclerosis,5,1116,700
cardiovascular disease,10,1116,700
cervical cancer,11,1116,700
coronary artery disease,17,1116,700
diabetes mellitus,19,1116,700
glioblastoma,28,1116,700
glioblastoma multiforme,29,1116,700
glioma,30,1116,700
heart disease,31,1116,700
hypertension,36,1116,700
major depressive disorder,46,1116,700
multiple sclerosis,48,1116,700
myocardial infarction,50,1116,700
osteoarthritis,55,1116,700
osteosarcoma,56,1116,700
papillary thyroid carcinoma,60,1116,700
rheumatoid arthritis,65,1116,700
alzheimer's disease,4,1118,701
atherosclerosis,5,1118,701
coronary artery disease,17,1118,701
diabetes mellitus,19,1118,701
heart disease,31,1118,701
multiple sclerosis,48,1118,701
nonalcoholic steatohepatitis,52,1118,701
osteoarthritis,55,1118,701
tuberculosis,69,1118,701
basal cell carcinoma,6,1119,702
breast cancer,9,1119,702
glioma,30,1119,702
lung cancer,44,1119,702
non-small cell lung cancer,53,1119,702
pancreatic ductal adenocarcinoma,59,1119,702
alzheimer's disease,4,1121,703
cardiovascular disease,10,1121,703
diabetes mellitus,19,1121,703
alzheimer's disease,4,1124,704
diabetes mellitus,19,1124,704
diabetic retinopathy,20,1124,704
rheumatoid arthritis,65,1124,704
alzheimer's disease,4,1128,705
alzheimer's disease,4,1129,706
basal cell carcinoma,6,1129,706
diabetes mellitus,19,1129,706
dilated cardiomyopathy,21,1129,706
glioblastoma,28,1129,706
glioblastoma multiforme,29,1129,706
major depressive disorder,46,1129,706
myocardial infarction,50,1129,706
atherosclerosis,5,1130,707
alzheimer's disease,4,1131,708
atherosclerosis,5,1131,708
diabetes mellitus,19,1131,708
glioblastoma,28,1131,708
glioblastoma multiforme,29,1131,708
heart disease,31,1131,708
major depressive disorder,46,1131,708
myocardial infarction,50,1131,708
osteoarthritis,55,1131,708
osteosarcoma,56,1131,708
pancreatic ductal adenocarcinoma,59,1131,708
prostate cancer,63,1131,708
rheumatoid arthritis,65,1131,708
tuberculosis,69,1131,708
alzheimer's disease,4,1135,709
alzheimer's disease,4,1136,710
coronary artery disease,17,1136,710
heart disease,31,1136,710
lung cancer,44,1136,710
non-small cell lung cancer,53,1136,710
alzheimer's disease,4,1137,711
atherosclerosis,5,1137,711
cervical cancer,11,1137,711
cholangiocarcinoma,13,1137,711
diabetes mellitus,19,1137,711
lung cancer,44,1137,711
major depressive disorder,46,1137,711
myocardial infarction,50,1137,711
non-small cell lung cancer,53,1137,711
pancreatic ductal adenocarcinoma,59,1137,711
atherosclerosis,5,1138,712
cardiovascular disease,10,1138,712
myocardial infarction,50,1138,712
alzheimer's disease,4,1139,713
major depressive disorder,46,1139,713
pre-eclampsia,61,1139,713
rheumatoid arthritis,65,1139,713
alzheimer's disease,4,1141,714
coronary artery disease,17,1143,715
diabetes mellitus,19,1143,715
heart disease,31,1143,715
hirschsprung disease,35,1145,716
basal cell carcinoma,6,1147,717
breast cancer,9,1147,717
diabetes mellitus,19,1147,717
glioblastoma,28,1147,717
glioblastoma multiforme,29,1147,717
myocardial infarction,50,1147,717
pancreatic ductal adenocarcinoma,59,1147,717
prostate cancer,63,1147,717
rheumatoid arthritis,65,1147,717
diabetes mellitus,19,1149,718
alzheimer's disease,4,1152,719
cervical cancer,11,1152,719
diabetes mellitus,19,1152,719
gastric cancer,26,1152,719
glioblastoma,28,1152,719
glioblastoma multiforme,29,1152,719
myocardial infarction,50,1152,719
osteoarthritis,55,1153,720
rheumatoid arthritis,65,1153,720
alzheimer's disease,4,1154,721
atherosclerosis,5,1154,721
cardiovascular disease,10,1154,721
cervical cancer,11,1154,721
cholangiocarcinoma,13,1154,721
diabetes mellitus,19,1154,721
glioblastoma,28,1154,721
glioblastoma multiforme,29,1154,721
glioma,30,1154,721
lung cancer,44,1154,721
multiple sclerosis,48,1154,721
osteosarcoma,56,1154,721
papillary thyroid carcinoma,60,1154,721
rheumatoid arthritis,65,1154,721
tuberculosis,69,1154,721
diabetes mellitus,19,1158,722
myocardial infarction,50,1158,722
coronary artery disease,17,1160,723
heart disease,31,1160,723
myocardial infarction,50,1160,723
diabetes mellitus,19,1161,724
myocardial infarction,50,1161,724
cholangiocarcinoma,13,1163,725
prostate cancer,63,1163,725
cervical cancer,11,1164,726
cholangiocarcinoma,13,1164,726
papillary thyroid carcinoma,60,1164,726
diabetes mellitus,19,1176,727
alzheimer's disease,4,1178,728
glioma,30,1178,728
pancreatic ductal adenocarcinoma,59,1179,729
myocardial infarction,50,1180,730
atherosclerosis,5,1181,731
diabetes mellitus,19,1181,731
glioma,30,1181,731
nonalcoholic steatohepatitis,52,1181,731
alzheimer's disease,4,1182,732
cardiovascular disease,10,1182,732
diabetes mellitus,19,1182,732
gastric cancer,26,1182,732
glioblastoma,28,1182,732
glioblastoma multiforme,29,1182,732
glioma,30,1182,732
hypertrophic cardiomyopathy,37,1182,732
glioma,30,1183,733
diabetes mellitus,19,1184,734
glioma,30,1184,734
cardiovascular disease,10,1185,735
cardiovascular disease,10,1186,736
diabetes mellitus,19,1186,736
glioma,30,1186,736
hypertension,36,1186,736
osteoarthritis,55,1186,736
essential hypertension,25,1187,737
hypertension,36,1187,737
diabetes mellitus,19,1188,738
essential hypertension,25,1188,738
hypertension,36,1188,738
alzheimer's disease,4,1191,739
atherosclerosis,5,1191,739
cardiovascular disease,10,1191,739
cervical cancer,11,1191,739
cervical carcinoma,12,1191,739
coronary artery disease,17,1191,739
diabetes mellitus,19,1191,739
essential hypertension,25,1191,739
glioblastoma,28,1191,739
glioblastoma multiforme,29,1191,739
glioma,30,1191,739
heart disease,31,1191,739
hypertension,36,1191,739
lung cancer,44,1191,739
lupus nephritis,45,1191,739
moyamoya disease,47,1191,739
multiple sclerosis,48,1191,739
myocardial infarction,50,1191,739
nonalcoholic steatohepatitis,52,1191,739
osteoarthritis,55,1191,739
osteosarcoma,56,1191,739
pre-eclampsia,61,1191,739
prostate cancer,63,1191,739
rheumatoid arthritis,65,1191,739
atherosclerosis,5,1192,740
bladder cancer,7,1192,740
glioblastoma,28,1192,740
glioblastoma multiforme,29,1192,740
glioma,30,1192,740
multiple sclerosis,48,1192,740
rheumatoid arthritis,65,1192,740
alzheimer's disease,4,1195,741
glioma,30,1195,741
alzheimer's disease,4,1196,742
diabetes mellitus,19,1196,742
glioblastoma,28,1196,742
glioblastoma multiforme,29,1196,742
prostate cancer,63,1196,742
alzheimer's disease,4,1200,743
glioblastoma,28,1200,743
glioblastoma multiforme,29,1200,743
osteosarcoma,56,1200,743
rheumatoid arthritis,65,1200,743
tuberculosis,69,1200,743
alzheimer's disease,4,1201,744
diabetes mellitus,19,1201,744
gastric cancer,26,1201,744
glioblastoma,28,1201,744
glioblastoma multiforme,29,1201,744
hypertrophic cardiomyopathy,37,1201,744
alzheimer's disease,4,1203,745
diabetes mellitus,19,1208,746
alzheimer's disease,4,1209,747
rheumatoid arthritis,65,1211,748
cholangiocarcinoma,13,1213,749
glioblastoma,28,1213,749
glioblastoma multiforme,29,1213,749
atherosclerosis,5,1215,750
cervical cancer,11,1215,750
coronary artery disease,17,1215,750
diabetes mellitus,19,1215,750
essential hypertension,25,1215,750
glioblastoma,28,1215,750
glioblastoma multiforme,29,1215,750
heart disease,31,1215,750
hypertension,36,1215,750
hypertrophic cardiomyopathy,37,1215,750
myocardial infarction,50,1215,750
osteosarcoma,56,1215,750
dilated cardiomyopathy,21,1218,751
acne,0,1230,752
diabetes mellitus,19,1230,752
glioblastoma,28,1230,752
glioblastoma multiforme,29,1230,752
hepatocellular carcinoma,34,1230,752
hypertension,36,1230,752
lupus nephritis,45,1230,752
multiple sclerosis,48,1230,752
myocardial infarction,50,1230,752
rheumatoid arthritis,65,1230,752
tuberculosis,69,1230,752
alzheimer's disease,4,1232,753
atherosclerosis,5,1232,753
diabetes mellitus,19,1232,753
glioblastoma,28,1232,753
glioblastoma multiforme,29,1232,753
multiple sclerosis,48,1232,753
myocardial infarction,50,1232,753
papillary thyroid carcinoma,60,1232,753
rheumatoid arthritis,65,1232,753
diabetes mellitus,19,1233,754
glioma,30,1233,754
multiple sclerosis,48,1233,754
prostate cancer,63,1233,754
rheumatoid arthritis,65,1233,754
tuberculosis,69,1233,754
acne,0,1234,755
alzheimer's disease,4,1234,755
atherosclerosis,5,1234,755
bladder cancer,7,1234,755
cardiovascular disease,10,1234,755
cervical cancer,11,1234,755
coronary artery disease,17,1234,755
diabetes mellitus,19,1234,755
diabetic retinopathy,20,1234,755
essential hypertension,25,1234,755
glioblastoma,28,1234,755
glioblastoma multiforme,29,1234,755
glioma,30,1234,755
heart disease,31,1234,755
hypertension,36,1234,755
lupus nephritis,45,1234,755
moyamoya disease,47,1234,755
multiple sclerosis,48,1234,755
myocardial infarction,50,1234,755
nonalcoholic steatohepatitis,52,1234,755
osteoarthritis,55,1234,755
osteosarcoma,56,1234,755
rheumatoid arthritis,65,1234,755
tuberculosis,69,1234,755
alzheimer's disease,4,1235,756
atherosclerosis,5,1235,756
cervical cancer,11,1235,756
colorectal cancer,16,1235,756
diabetes mellitus,19,1235,756
glioblastoma,28,1235,756
glioblastoma multiforme,29,1235,756
glioma,30,1235,756
hypertension,36,1235,756
multiple sclerosis,48,1235,756
osteoarthritis,55,1235,756
rheumatoid arthritis,65,1235,756
tuberculosis,69,1235,756
acute myeloid leukemia,1,1236,757
acute promyelocytic leukemia,2,1236,757
atherosclerosis,5,1236,757
bladder cancer,7,1236,757
breast cancer,9,1236,757
cholangiocarcinoma,13,1236,757
coronary artery disease,17,1236,757
glioblastoma,28,1236,757
glioblastoma multiforme,29,1236,757
glioma,30,1236,757
heart disease,31,1236,757
hepatocellular carcinoma,34,1236,757
hypertension,36,1236,757
lung cancer,44,1236,757
multiple sclerosis,48,1236,757
myocardial infarction,50,1236,757
non-small cell lung cancer,53,1236,757
osteoarthritis,55,1236,757
papillary thyroid carcinoma,60,1236,757
rheumatoid arthritis,65,1236,757
tuberculosis,69,1236,757
atherosclerosis,5,1237,758
diabetes mellitus,19,1237,758
multiple sclerosis,48,1237,758
alzheimer's disease,4,1238,759
coronary artery disease,17,1238,759
diabetes mellitus,19,1238,759
heart disease,31,1238,759
multiple sclerosis,48,1238,759
atherosclerosis,5,1240,760
diabetes mellitus,19,1240,760
lupus nephritis,45,1240,760
multiple sclerosis,48,1240,760
nonalcoholic steatohepatitis,52,1240,760
rheumatoid arthritis,65,1240,760
atherosclerosis,5,1241,761
cardiovascular disease,10,1241,761
diabetes mellitus,19,1241,761
glioblastoma,28,1241,761
glioblastoma multiforme,29,1241,761
rheumatoid arthritis,65,1241,761
cardiovascular disease,10,1243,762
diabetes mellitus,19,1243,762
alzheimer's disease,4,1244,763
cholangiocarcinoma,13,1244,763
diabetes mellitus,19,1244,763
heart disease,31,1244,763
hepatoblastoma,33,1244,763
lung cancer,44,1244,763
nonalcoholic steatohepatitis,52,1244,763
non-small cell lung cancer,53,1244,763
rheumatoid arthritis,65,1244,763
osteoarthritis,55,1257,764
pancreatic ductal adenocarcinoma,59,1257,764
diabetes mellitus,19,1258,765
multiple sclerosis,48,1258,765
osteoarthritis,55,1258,765
papillary thyroid carcinoma,60,1258,765
diabetes mellitus,19,1259,766
cholangiocarcinoma,13,1263,767
rheumatoid arthritis,65,1263,767
osteosarcoma,56,1264,768
atherosclerosis,5,1265,769
pancreatic ductal adenocarcinoma,59,1265,769
prostate cancer,63,1265,769
rheumatoid arthritis,65,1265,769
multiple sclerosis,48,1266,770
alzheimer's disease,4,1267,771
atherosclerosis,5,1267,771
diabetes mellitus,19,1267,771
glioblastoma,28,1267,771
glioblastoma multiforme,29,1267,771
glioma,30,1267,771
major depressive disorder,46,1267,771
multiple sclerosis,48,1267,771
myocardial infarction,50,1267,771
alzheimer's disease,4,1268,772
atherosclerosis,5,1268,772
cardiovascular disease,10,1268,772
coronary artery disease,17,1268,772
diabetes mellitus,19,1268,772
diabetic retinopathy,20,1268,772
essential hypertension,25,1268,772
gastric cancer,26,1268,772
glioblastoma,28,1268,772
glioblastoma multiforme,29,1268,772
glioma,30,1268,772
heart disease,31,1268,772
hypertension,36,1268,772
major depressive disorder,46,1268,772
multiple sclerosis,48,1268,772
myocardial infarction,50,1268,772
rheumatoid arthritis,65,1268,772
acute myeloid leukemia,1,1269,773
alzheimer's disease,4,1269,773
atherosclerosis,5,1269,773
cardiovascular disease,10,1269,773
diabetes mellitus,19,1269,773
multiple sclerosis,48,1269,773
myocardial infarction,50,1269,773
osteoarthritis,55,1269,773
osteosarcoma,56,1269,773
rheumatoid arthritis,65,1269,773
tuberculosis,69,1269,773
alzheimer's disease,4,1270,774
diabetes mellitus,19,1270,774
diabetic retinopathy,20,1270,774
glioblastoma,28,1270,774
glioblastoma multiforme,29,1270,774
glioma,30,1270,774
major depressive disorder,46,1270,774
multiple sclerosis,48,1270,774
acute myeloid leukemia,1,1271,775
alzheimer's disease,4,1271,775
glioma,30,1271,775
rheumatoid arthritis,65,1271,775
alzheimer's disease,4,1272,776
glioma,30,1272,776
multiple sclerosis,48,1272,776
prostate cancer,63,1272,776
breast cancer,9,1277,777
diabetes mellitus,19,1277,777
heart disease,31,1277,777
hypertension,36,1277,777
hypertrophic cardiomyopathy,37,1277,777
intervertebral disc degeneration,40,1277,777
lupus nephritis,45,1277,777
myocardial infarction,50,1277,777
nonalcoholic steatohepatitis,52,1277,777
osteoarthritis,55,1277,777
osteosarcoma,56,1277,777
pancreatic ductal adenocarcinoma,59,1277,777
papillary thyroid carcinoma,60,1277,777
rheumatoid arthritis,65,1277,777
atherosclerosis,5,1278,778
colon cancer,15,1278,778
coronary artery disease,17,1278,778
diabetes mellitus,19,1278,778
gastric cancer,26,1278,778
heart disease,31,1278,778
hypertension,36,1278,778
hypertrophic cardiomyopathy,37,1278,778
myocardial infarction,50,1278,778
osteosarcoma,56,1278,778
rheumatoid arthritis,65,1278,778
diabetes mellitus,19,1280,779
intervertebral disc degeneration,40,1280,779
multiple sclerosis,48,1280,779
osteoarthritis,55,1280,779
rheumatoid arthritis,65,1280,779
alzheimer's disease,4,1281,780
atherosclerosis,5,1281,780
cholangiocarcinoma,13,1281,780
coronary artery disease,17,1281,780
diabetes mellitus,19,1281,780
glioblastoma,28,1281,780
glioblastoma multiforme,29,1281,780
glioma,30,1281,780
heart disease,31,1281,780
hypertension,36,1281,780
intervertebral disc degeneration,40,1281,780
myocardial infarction,50,1281,780
osteosarcoma,56,1281,780
atherosclerosis,5,1282,781
cardiovascular disease,10,1282,781
coronary artery disease,17,1282,781
glioblastoma,28,1282,781
glioblastoma multiforme,29,1282,781
glioma,30,1282,781
heart disease,31,1282,781
hypertension,36,1282,781
hypertrophic cardiomyopathy,37,1282,781
lupus nephritis,45,1282,781
myocardial infarction,50,1282,781
rheumatoid arthritis,65,1282,781
cardiovascular disease,10,1284,782
colorectal cancer,16,1284,782
coronary artery disease,17,1284,782
diabetes mellitus,19,1284,782
heart disease,31,1284,782
myocardial infarction,50,1284,782
glioblastoma,28,1285,783
glioblastoma multiforme,29,1285,783
glioma,30,1285,783
lung cancer,44,1285,783
myocardial infarction,50,1285,783
non-small cell lung cancer,53,1285,783
osteosarcoma,56,1285,783
alzheimer's disease,4,1286,784
diabetes mellitus,19,1287,785
lung adenocarcinoma,43,1287,785
rheumatoid arthritis,65,1287,785
cardiovascular disease,10,1289,786
cardiovascular disease,10,1290,787
myocardial infarction,50,1290,787
heart disease,31,1291,788
hirschsprung disease,35,1291,788
prostate cancer,63,1291,788
hirschsprung disease,35,1292,789
diabetes mellitus,19,1293,790
pancreatic ductal adenocarcinoma,59,1293,790
